CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion,Conversion_Percentage,CTR_Percentage,EmailEngagementRate,VisitQualityScore,CustomerValueScore,MarketingEfficiency,Engagement_Score
8000,56,Female,136912,Social Media,Awareness,6497.870068417766,0.043918510735383,0.088031412072881,0,2.399016527783845,7.396802580796058,19,6,9,4,688,1,0.88031412072881,4.3918510735383,1.2857142857142858,17.745051644083944,4.688,0.0038662085161737486,28
8001,69,Male,41760,Email,Retention,3898.6686056807257,0.1557250710553343,0.18272468252179,42,2.9171377546565185,5.352548601242156,5,2,7,2,3459,1,1.8272468252179,15.57250710553343,2.3333333333333335,15.614121608317433,5.459,0.028454814169269153,54
8002,46,Female,88456,PPC,Awareness,1546.4295957990923,0.2774903687332632,0.0764227200769893,2,8.223619097965173,13.794901465536537,0,11,2,8,2337,1,0.764227200769893,27.74903687332632,0.16666666666666666,113.44401514653401,10.337,0.02120656877376272,4
8003,32,Female,44085,PPC,Conversion,539.5259357793692,0.1376112536017239,0.0880041866896052,47,4.540938973132648,14.688362621260511,89,2,2,0,2463,1,0.880041866896052,13.761125360172391,0.6666666666666666,66.69895827838667,2.463,0.012110366452556717,138
8004,60,Female,83964,PPC,Conversion,1678.0435726570656,0.2528511065638809,0.1099401031792947,0,2.046847118073755,13.993370402628964,6,6,6,8,4345,1,1.099401031792947,25.28511065638809,0.8571428571428571,28.642289880759673,12.344999999999999,0.027798476744631904,12
8005,25,Female,42925,Social Media,Awareness,9579.388246784005,0.1537946791446816,0.1613161264701013,6,2.1258497188974825,7.75283124173589,95,5,8,0,3316,1,1.613161264701013,15.379467914468158,1.3333333333333333,16.481354115903862,3.316,0.024809561911332104,109
8006,38,Female,25615,Referral,Awareness,7302.8998515526,0.0409753864012685,0.0609768202791524,42,1.753994644846414,10.698671609738582,54,14,3,6,930,1,0.609768202791524,4.09753864012685,0.2,18.765412710451837,6.93,0.0024985487724589746,99
8007,56,Female,57083,Social Media,Conversion,5324.283667249509,0.0528779285572571,0.1889459248608511,48,2.6260147804299696,2.9878173820459533,96,9,3,0,2983,1,1.889459248608511,5.28779285572571,0.3,7.846052606478251,2.983,0.009991069115976952,147
8008,36,Female,140788,Email,Retention,9421.250950540458,0.0235359683143721,0.1125850114170922,13,5.472842819871711,14.287420579067645,73,4,8,5,460,1,1.125850114170922,2.3535968314372098,1.6,78.19280713063768,5.46,0.002649797261385903,94
8009,40,Male,130764,Social Media,Awareness,6229.193333047879,0.0666412747669137,0.1697856796231377,22,1.1356646981040013,4.613311983530028,14,8,4,8,3789,1,1.697856796231377,6.66412747669137,0.4444444444444444,5.2391755610352,11.789,0.0113147341272527,40
8010,28,Male,88319,PPC,Retention,7283.887363978606,0.2691480889624259,0.1098675118566435,47,2.054180721644969,3.294720457220691,94,16,5,6,1987,1,1.098675118566435,26.914808896242594,0.29411764705882354,6.76795124643204,7.987,0.029570630855272267,146
8011,28,Male,29605,SEO,Awareness,2898.2530032081336,0.1985574333235444,0.1566787071906025,16,9.16410933538071,1.3722992112148078,23,18,6,5,2403,1,1.566787071906025,19.85574333235444,0.3157894736842105,12.575900012429205,7.4030000000000005,0.031109721956217192,45
8012,41,Male,131093,Email,Conversion,5930.920251533039,0.2242685111160442,0.0197699429720159,13,8.889232340428132,8.480384140532976,28,16,5,4,2946,1,0.197699429720159,22.42685111160442,0.29411764705882354,75.38410496127956,6.946,0.004433775675183108,46
8013,53,Male,64608,SEO,Awareness,1520.4247185486186,0.190281822934065,0.1618503715197726,8,8.497723392296296,14.252724962307653,81,8,1,2,2818,1,1.618503715197726,19.028182293406502,0.1111111111111111,121.11571431616709,4.818,0.030797183735338008,90
8014,57,Male,148788,Email,Awareness,4104.383137457977,0.1220963947201208,0.109552291663889,20,7.356534606290646,2.4660296351671014,70,16,8,1,3247,1,1.09552291663889,12.209639472012078,0.47058823529411764,18.14143235124508,4.247,0.01337593984548799,98
8015,41,Female,39192,Email,Awareness,429.07921736744015,0.0728897285108404,0.0953889617554506,44,6.95369491204816,2.2520393830350898,33,0,1,1,4474,1,0.953889617554506,7.28897285108404,1.0,15.659994799543181,5.474,0.006952875525285732,78
8016,20,Female,23331,PPC,Conversion,2244.6180670685367,0.2784282293628509,0.0312058366562549,1,3.479642300460536,4.452665667280358,77,7,8,8,3252,1,0.312058366562549,27.84282293628509,1.0,15.493683805677072,11.251999999999999,0.008688585845987399,86
8017,39,Female,71330,Social Media,Conversion,841.1994312844795,0.1593006366518262,0.1508968823926174,31,4.0149507927033445,10.148211448254632,83,18,5,2,3463,1,1.5089688239261738,15.93006366518262,0.2631578947368421,40.744569598691086,5.463,0.024037969433919695,119
